"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21078","Редактирование адреса доставки","tests","Sat Apr 18 08:14:03 UTC 2026","passed","Sat Apr 18 08:14:24 UTC 2026","","test_subdivisions","",""
"","29935","Граничные значения для ИНН и КПП","tests","Sat Apr 18 07:50:59 UTC 2026","passed","Sat Apr 18 07:51:29 UTC 2026","","test_settings","",""
"","52896","Блокировка заказа при превышении лимита на цену товара","tests","Sat Apr 18 07:28:51 UTC 2026","broken","Sat Apr 18 07:29:44 UTC 2026","","test_cart","",""
"Проверяю, что страница персональных лимитов открывается корректно","12403","Открытие страницы персональных лимитов","tests","Sat Apr 18 08:00:44 UTC 2026","failed","Sat Apr 18 08:00:56 UTC 2026","","test_settings","",""
"","13474","Открытие окна нового пользователя","tests","Sat Apr 18 07:51:46 UTC 2026","passed","Sat Apr 18 07:51:59 UTC 2026","","test_settings","",""
"","23125","Создание нового адреса доставки","tests","Sat Apr 18 08:10:30 UTC 2026","passed","Sat Apr 18 08:10:53 UTC 2026","","test_subdivisions","",""
"","13250","Открытие модального окна быстрого добавления","tests","Sat Apr 18 07:16:53 UTC 2026","passed","Sat Apr 18 07:17:06 UTC 2026","","test_cart","",""
"","15048","Открытие карточки любого пользователя","tests","Sat Apr 18 07:51:59 UTC 2026","passed","Sat Apr 18 07:52:14 UTC 2026","","test_settings","",""
"","84158","Подразделение приоритетнее компании (подразделение мягче)","tests","Sat Apr 18 07:39:42 UTC 2026","broken","Sat Apr 18 07:41:06 UTC 2026","","test_limits","",""
"","0","Проверка работы лимита цены на товар","tests","Sat Apr 18 08:07:32 UTC 2026","skipped","Sat Apr 18 08:07:32 UTC 2026","","test_subdivisions","",""
"","88461","Нет лимита цены ни в подразделении ни в компании — ограничений нет","tests","Sat Apr 18 07:43:55 UTC 2026","broken","Sat Apr 18 07:45:24 UTC 2026","","test_limits","",""
"","18501","Редактирование юридического лица","tests","Sat Apr 18 07:49:55 UTC 2026","passed","Sat Apr 18 07:50:13 UTC 2026","","test_settings","",""
"","44283","Редактирование персонального лимита","tests","Sat Apr 18 08:02:22 UTC 2026","passed","Sat Apr 18 08:03:06 UTC 2026","","test_settings","",""
"","63390","Открытие окна подтверждения удаления товара и отмена","tests","Sat Apr 18 07:17:50 UTC 2026","broken","Sat Apr 18 07:18:53 UTC 2026","","test_cart","",""
"","19826","Открытие окна подтверждения удаления адреса через кнопку Отвязать","tests","Sat Apr 18 08:11:59 UTC 2026","passed","Sat Apr 18 08:12:19 UTC 2026","","test_subdivisions","",""
"","30657","Обязательность всех полей для нового пользователя","tests","Sat Apr 18 07:52:30 UTC 2026","passed","Sat Apr 18 07:53:01 UTC 2026","","test_settings","",""
"","0","Блокировка заказа при превышении лимита на цену товара при переключении подразделения","tests","Sat Apr 18 07:27:19 UTC 2026","skipped","Sat Apr 18 07:27:19 UTC 2026","","test_cart","",""
"","35309","Редактирование склада с автозаполнением адреса","tests","Sat Apr 18 07:56:55 UTC 2026","passed","Sat Apr 18 07:57:30 UTC 2026","","test_settings","",""
"","14885","Открытие окна редактирования юр. лица (открытие из карточки юр лица)","tests","Sat Apr 18 07:49:05 UTC 2026","passed","Sat Apr 18 07:49:20 UTC 2026","","test_settings","",""
"","32379","Добавление и удаление дочернего подразделения","tests","Sat Apr 18 08:06:44 UTC 2026","passed","Sat Apr 18 08:07:16 UTC 2026","","test_subdivisions","",""
"","14993","Открытие окна добавления нового адреса","tests","Sat Apr 18 08:10:15 UTC 2026","passed","Sat Apr 18 08:10:30 UTC 2026","","test_subdivisions","",""
"","14388","Открытие карточки юр. лица","tests","Sat Apr 18 07:48:51 UTC 2026","passed","Sat Apr 18 07:49:05 UTC 2026","","test_settings","",""
"","15314","Открытие окна удаления подразделения из настроек","tests","Sat Apr 18 08:07:16 UTC 2026","passed","Sat Apr 18 08:07:32 UTC 2026","","test_subdivisions","",""
"","14537","Открытие окна добавления пользователя через кнопку Добавить пользователя","tests","Sat Apr 18 08:07:48 UTC 2026","passed","Sat Apr 18 08:08:03 UTC 2026","","test_subdivisions","",""
"","0","Выдаем и забираем роль администратора у обычного пользователя","tests","Sat Apr 18 07:54:54 UTC 2026","skipped","Sat Apr 18 07:54:54 UTC 2026","","test_settings","",""
"","33278","Подтверждение добаления пользователя который есть в другом подразделениии","tests","Sat Apr 18 08:09:42 UTC 2026","passed","Sat Apr 18 08:10:15 UTC 2026","","test_subdivisions","",""
