"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","96717","Проверка изменения списка адресов при переключении подразделения","tests","Mon Feb 23 07:23:50 UTC 2026","broken","Mon Feb 23 07:25:27 UTC 2026","","test_cart","",""
"","47751","Установка основного адреса доставки","tests","Mon Feb 23 07:43:44 UTC 2026","broken","Mon Feb 23 07:44:32 UTC 2026","","test_subdivisions","",""
"","42162","Округление копеек в листинге через настройку в Контрактах","tests","Mon Feb 23 07:28:53 UTC 2026","broken","Mon Feb 23 07:29:35 UTC 2026","","test_settings","",""
"","14951","Редактирование названия компании","tests","Mon Feb 23 07:30:26 UTC 2026","passed","Mon Feb 23 07:30:41 UTC 2026","","test_settings","",""
"","49774","Путь пользователя от авторизации до создания заказа","tests","Mon Feb 23 07:46:51 UTC 2026","broken","Mon Feb 23 07:47:41 UTC 2026","","test_users","",""
"","97769","Нельзя отправить товар который дороже разрешённого лимита","tests","Mon Feb 23 07:27:14 UTC 2026","broken","Mon Feb 23 07:28:52 UTC 2026","","test_cart","",""
"","12739","Открытие окна добавления нового адреса","tests","Mon Feb 23 07:41:55 UTC 2026","passed","Mon Feb 23 07:42:07 UTC 2026","","test_subdivisions","",""
"","36973","Проверка сроков поставки","tests","Mon Feb 23 07:16:05 UTC 2026","passed","Mon Feb 23 07:16:42 UTC 2026","","test_cart","",""
"","32075","Валидация обязательных полей адреса","tests","Mon Feb 23 07:44:50 UTC 2026","passed","Mon Feb 23 07:45:22 UTC 2026","","test_subdivisions","",""
"","27650","Подтверждение удаления товара","tests","Mon Feb 23 07:15:38 UTC 2026","passed","Mon Feb 23 07:16:05 UTC 2026","","test_cart","",""
"","0","Выдаем и забираем роль администратора у обычного пользователя","tests","Mon Feb 23 07:36:18 UTC 2026","skipped","Mon Feb 23 07:36:18 UTC 2026","","test_settings","",""
"","12479","Открытие окна добавления пользователя через кнопку Добавить пользователя","tests","Mon Feb 23 07:39:42 UTC 2026","passed","Mon Feb 23 07:39:54 UTC 2026","","test_subdivisions","",""
"","37754","Ручной ввод количества товара","tests","Mon Feb 23 07:19:30 UTC 2026","passed","Mon Feb 23 07:20:08 UTC 2026","","test_cart","",""
"","16893","Переход по вкладкам страницы настроек","tests","Mon Feb 23 07:30:41 UTC 2026","passed","Mon Feb 23 07:30:58 UTC 2026","","test_settings","",""
"","31752","Подтверждение добаления пользователя который есть в другом подразделениии","tests","Mon Feb 23 07:41:23 UTC 2026","passed","Mon Feb 23 07:41:55 UTC 2026","","test_subdivisions","",""
"","63631","Блокировка заказа при превышении лимита на цену товара","tests","Mon Feb 23 07:26:09 UTC 2026","broken","Mon Feb 23 07:27:13 UTC 2026","","test_cart","",""
"","12299","Рутового пользователя нельзя удалить/отменить роль админстратора","tests","Mon Feb 23 07:36:06 UTC 2026","passed","Mon Feb 23 07:36:18 UTC 2026","","test_settings","",""
"","12770","Открытие страницы настроек подразделения","tests","Mon Feb 23 07:36:44 UTC 2026","passed","Mon Feb 23 07:36:57 UTC 2026","","test_subdivisions","",""
"","27701","Граничные значения для ИНН и КПП","tests","Mon Feb 23 07:32:52 UTC 2026","passed","Mon Feb 23 07:33:19 UTC 2026","","test_settings","",""
"","19177","Создание нового и удаление юридического лица","tests","Mon Feb 23 07:31:34 UTC 2026","passed","Mon Feb 23 07:31:53 UTC 2026","","test_settings","",""
"","25022","Создание и удаление нового подразделения с заполнением всех полей","tests","Mon Feb 23 07:37:58 UTC 2026","passed","Mon Feb 23 07:38:23 UTC 2026","","test_subdivisions","",""
"","60540","Кнопка 'Выделить весь товар' в шапке корзины","tests","Mon Feb 23 07:16:42 UTC 2026","broken","Mon Feb 23 07:17:43 UTC 2026","","test_cart","",""
"","13535","Отображение экшн меню подразделения","tests","Mon Feb 23 07:36:30 UTC 2026","passed","Mon Feb 23 07:36:44 UTC 2026","","test_subdivisions","",""
"","17181","Открытие окна редактирования пользователя из подразделения","tests","Mon Feb 23 07:41:06 UTC 2026","passed","Mon Feb 23 07:41:23 UTC 2026","","test_subdivisions","",""
"","23730","Невадидный e-mail","tests","Mon Feb 23 07:34:37 UTC 2026","passed","Mon Feb 23 07:35:01 UTC 2026","","test_settings","",""
"","12429","Кнопка Удалить в карточке пользователя — открывается окно удаления","tests","Mon Feb 23 07:33:57 UTC 2026","passed","Mon Feb 23 07:34:09 UTC 2026","","test_settings","",""
"","11303","Открытие окна нового пользователя","tests","Mon Feb 23 07:33:33 UTC 2026","passed","Mon Feb 23 07:33:44 UTC 2026","","test_settings","",""
