"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17358","Рутового пользователя нельзя удалить/отменить роль админстратора","tests","Sun Dec 14 14:21:32 UTC 2025","passed","Sun Dec 14 14:21:49 UTC 2025","","test_settings","",""
"","13527","Отображение экшн меню подразделения","tests","Sun Dec 14 14:22:02 UTC 2025","passed","Sun Dec 14 14:22:15 UTC 2025","","test_subdivisions","",""
"","36581","Проверка работы лимита цены на товар","tests","Sun Dec 14 14:25:52 UTC 2025","failed","Sun Dec 14 14:26:29 UTC 2025","","test_subdivisions","",""
"","36281","Проверка работы блока «Лимиты на закупку»","tests","Sun Dec 14 14:15:01 UTC 2025","passed","Sun Dec 14 14:15:37 UTC 2025","","test_settings","",""
"","27585","Граничные значения для ИНН и КПП","tests","Sun Dec 14 14:18:13 UTC 2025","passed","Sun Dec 14 14:18:41 UTC 2025","","test_settings","",""
"","13638","Открытие окна подтверждения удаления и отмена удаления (открытие из карточки юр лица)","tests","Sun Dec 14 14:17:31 UTC 2025","passed","Sun Dec 14 14:17:44 UTC 2025","","test_settings","",""
"","12500","Открытие страницы настроек подразделения","tests","Sun Dec 14 14:22:15 UTC 2025","passed","Sun Dec 14 14:22:28 UTC 2025","","test_subdivisions","",""
"","16624","Редактирование юридического лица","tests","Sun Dec 14 14:17:14 UTC 2025","passed","Sun Dec 14 14:17:31 UTC 2025","","test_settings","",""
"","19167","Редактирование названия компании","tests","Sun Dec 14 14:15:37 UTC 2025","passed","Sun Dec 14 14:15:56 UTC 2025","","test_settings","",""
"","31606","Валидация обязательных полей адреса","tests","Sun Dec 14 14:31:42 UTC 2025","passed","Sun Dec 14 14:32:14 UTC 2025","","test_subdivisions","",""
"","18684","Редактирование адреса доставки","tests","Sun Dec 14 14:32:14 UTC 2025","passed","Sun Dec 14 14:32:33 UTC 2025","","test_subdivisions","",""
"","28725","Операция с ролями (выбор, проверка доступных ролей, массовый выбор)","tests","Sun Dec 14 14:21:03 UTC 2025","passed","Sun Dec 14 14:21:32 UTC 2025","","test_settings","",""
"","30505","Подтверждение добаления пользователя который есть в другом подразделениии","tests","Sun Dec 14 14:28:27 UTC 2025","passed","Sun Dec 14 14:28:58 UTC 2025","","test_subdivisions","",""
"","16946","Редактирование названия подразделения","tests","Sun Dec 14 14:22:28 UTC 2025","passed","Sun Dec 14 14:22:45 UTC 2025","","test_subdivisions","",""
"","16382","Открытие окна нового юр. лица","tests","Sun Dec 14 14:16:38 UTC 2025","passed","Sun Dec 14 14:16:55 UTC 2025","","test_settings","",""
"","22518","Автозаполнение адреса по подсказке","tests","Sun Dec 14 14:31:20 UTC 2025","passed","Sun Dec 14 14:31:42 UTC 2025","","test_subdivisions","",""
"","50055","Проверка работы лимита расходов на закупку","tests","Sun Dec 14 14:25:01 UTC 2025","broken","Sun Dec 14 14:25:52 UTC 2025","","test_subdivisions","",""
"","14482","Отображение экшн меню адреса в подразделении","tests","Sun Dec 14 14:29:37 UTC 2025","passed","Sun Dec 14 14:29:52 UTC 2025","","test_subdivisions","",""
"","18694","Открытие окна добавления нового адреса","tests","Sun Dec 14 14:28:58 UTC 2025","passed","Sun Dec 14 14:29:16 UTC 2025","","test_subdivisions","",""
"","14467","Открытие окна подтверждения удаления подразделения","tests","Sun Dec 14 14:23:01 UTC 2025","passed","Sun Dec 14 14:23:15 UTC 2025","","test_subdivisions","",""
