"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","22266","Невадидный e-mail","tests","Tue Sep 16 14:53:35 UTC 2025","passed","Tue Sep 16 14:53:57 UTC 2025","","test_settings","",""
"","26339","Граничные значения для ИНН и КПП","tests","Tue Sep 16 14:51:58 UTC 2025","passed","Tue Sep 16 14:52:25 UTC 2025","","test_settings","",""
"","13983","Приглашение уже активированного email","tests","Tue Sep 16 14:53:57 UTC 2025","passed","Tue Sep 16 14:54:11 UTC 2025","","test_settings","",""
"","11915","Копирование реквизитов ИНН/КПП из карточки юр. лица","tests","Tue Sep 16 14:52:25 UTC 2025","passed","Tue Sep 16 14:52:37 UTC 2025","","test_settings","",""
"","17795","Создание нового и удаление юридического лица","tests","Tue Sep 16 14:50:47 UTC 2025","passed","Tue Sep 16 14:51:05 UTC 2025","","test_settings","",""
"","42953","Путь пользователя от авторизации до создания заказа","tests","Tue Sep 16 14:56:38 UTC 2025","passed","Tue Sep 16 14:57:21 UTC 2025","","test_users","",""
"","27052","Выдаем и забираем роль администратора у обычного пользователя","tests","Tue Sep 16 14:55:05 UTC 2025","passed","Tue Sep 16 14:55:32 UTC 2025","","test_settings","",""
"","8874","Авторизация","tests","Tue Sep 16 14:48:55 UTC 2025","passed","Tue Sep 16 14:49:04 UTC 2025","","test_autorization","",""
"","65876","Приглашение пользователя и проверка активации","tests","Tue Sep 16 14:55:32 UTC 2025","passed","Tue Sep 16 14:56:38 UTC 2025","","test_users","",""
"","9853","Открытие окна нового пользователя","tests","Tue Sep 16 14:52:37 UTC 2025","passed","Tue Sep 16 14:52:46 UTC 2025","","test_settings","",""
"","11938","Открытие окна подтверждения удаления и отмена удаления (открытие из карточки юр лица)","tests","Tue Sep 16 14:51:20 UTC 2025","passed","Tue Sep 16 14:51:32 UTC 2025","","test_settings","",""
"","17698","Округление копеек в листинге через настройку в Контрактах","tests","Tue Sep 16 14:49:04 UTC 2025","passed","Tue Sep 16 14:49:21 UTC 2025","","test_settings","",""
"","17198","Редактирование пользователя и проверка изменений","tests","Tue Sep 16 14:54:11 UTC 2025","passed","Tue Sep 16 14:54:28 UTC 2025","","test_settings","",""
"","14872","Переход по вкладкам страницы настроек","tests","Tue Sep 16 14:50:01 UTC 2025","passed","Tue Sep 16 14:50:16 UTC 2025","","test_settings","",""
"","25676","Операция с ролями (выбор, проверка доступных ролей, массовый выбор)","tests","Tue Sep 16 14:54:28 UTC 2025","passed","Tue Sep 16 14:54:54 UTC 2025","","test_settings","",""
"","10931","Открытие окна редактирования юр. лица (открытие из карточки юр лица)","tests","Tue Sep 16 14:50:26 UTC 2025","passed","Tue Sep 16 14:50:37 UTC 2025","","test_settings","",""
"","25782","Проверка работы блока «Лимиты на закупку»","tests","Tue Sep 16 14:49:21 UTC 2025","passed","Tue Sep 16 14:49:47 UTC 2025","","test_settings","",""
"","9902","Открытие окна нового юр. лица","tests","Tue Sep 16 14:50:37 UTC 2025","passed","Tue Sep 16 14:50:47 UTC 2025","","test_settings","",""
"","13598","Редактирование названия компании","tests","Tue Sep 16 14:49:47 UTC 2025","passed","Tue Sep 16 14:50:01 UTC 2025","","test_settings","",""
"","10869","Кнопка Удалить в карточке пользователя — открывается окно удаления","tests","Tue Sep 16 14:52:57 UTC 2025","passed","Tue Sep 16 14:53:08 UTC 2025","","test_settings","",""
"","11044","Открытие карточки любого пользователя","tests","Tue Sep 16 14:52:46 UTC 2025","passed","Tue Sep 16 14:52:57 UTC 2025","","test_settings","",""
"","10344","Открытие карточки юр. лица","tests","Tue Sep 16 14:50:16 UTC 2025","passed","Tue Sep 16 14:50:26 UTC 2025","","test_settings","",""
"","26509","Обязательность всех полей","tests","Tue Sep 16 14:51:32 UTC 2025","passed","Tue Sep 16 14:51:58 UTC 2025","","test_settings","",""
"","10886","Рутового пользователя нельзя удалить/отменить роль админстратора","tests","Tue Sep 16 14:54:54 UTC 2025","passed","Tue Sep 16 14:55:05 UTC 2025","","test_settings","",""
"","26393","Обязательность всех полей","tests","Tue Sep 16 14:53:08 UTC 2025","passed","Tue Sep 16 14:53:35 UTC 2025","","test_settings","",""
"","15178","Редактирование юридического лица","tests","Tue Sep 16 14:51:05 UTC 2025","passed","Tue Sep 16 14:51:20 UTC 2025","","test_settings","",""
