"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","70301","Оба лимита заданы, подразделение меньше — применяется лимит подразделения","tests","Sun May 10 08:28:59 UTC 2026","passed","Sun May 10 08:30:09 UTC 2026","","test_limits","",""
"","58448","Нет лимита цены ни в подразделении ни в компании — ограничений нет","tests","Sun May 10 08:36:02 UTC 2026","passed","Sun May 10 08:37:01 UTC 2026","","test_limits","",""
"","19160","Создание нового и удаление юридического лица","tests","Sun May 10 08:40:01 UTC 2026","passed","Sun May 10 08:40:20 UTC 2026","","test_settings","",""
"Нажатие '+ Установить новый' открывает модалку выбора сотрудника","13487","Открытие и отмена модалки выбора сотрудника","tests","Sun May 10 08:50:49 UTC 2026","passed","Sun May 10 08:51:03 UTC 2026","","test_settings","",""
"","56684","Проверка изменения списка адресов при переключении подразделения","tests","Sun May 10 08:23:49 UTC 2026","passed","Sun May 10 08:24:46 UTC 2026","","test_cart","",""
"","41248","Редактирование персонального лимита","tests","Sun May 10 08:51:48 UTC 2026","passed","Sun May 10 08:52:29 UTC 2026","","test_settings","",""
"","12440","Рутового пользователя нельзя удалить/отменить роль админстратора","tests","Sun May 10 08:44:30 UTC 2026","passed","Sun May 10 08:44:42 UTC 2026","","test_settings","",""
"","53446","Нет лимита цены подразделения - берётся лимит компании","tests","Sun May 10 08:34:18 UTC 2026","passed","Sun May 10 08:35:11 UTC 2026","","test_limits","",""
"","13162","Отображение экшн меню подразделения","tests","Sun May 10 08:53:27 UTC 2026","passed","Sun May 10 08:53:40 UTC 2026","","test_subdivisions","",""
"","60982","Ни один лимит на сумму не задан — ограничений нет","tests","Sun May 10 08:31:21 UTC 2026","passed","Sun May 10 08:32:22 UTC 2026","","test_limits","",""
"Тест-кейс: Кнопка 'Добавить склад' открывает drawer","11791","Открытие окна нового склада","tests","Sun May 10 08:47:02 UTC 2026","passed","Sun May 10 08:47:13 UTC 2026","","test_settings","",""
"","50813","Нет лимита цены компании нет - берётся лимит подразделения","tests","Sun May 10 08:35:11 UTC 2026","passed","Sun May 10 08:36:02 UTC 2026","","test_limits","",""
"","52352","Назначение роли «Менеджер контракта» и проверка доступа к активным корзинам","tests","Sun May 10 08:44:42 UTC 2026","passed","Sun May 10 08:45:35 UTC 2026","","test_settings","",""
"","62648","Увеличение и уменьшение количества через кнопки +/-","tests","Sun May 10 08:18:10 UTC 2026","passed","Sun May 10 08:19:12 UTC 2026","","test_cart","",""
"","48918","Проверка сроков поставки","tests","Sun May 10 08:15:55 UTC 2026","passed","Sun May 10 08:16:43 UTC 2026","","test_cart","",""
"","59099","Подразделение приоритетнее компании (подразделение мягче)","tests","Sun May 10 08:33:19 UTC 2026","passed","Sun May 10 08:34:18 UTC 2026","","test_limits","",""
"","18307","Добавление товара в окне Быстрое добавление","tests","Sun May 10 08:14:35 UTC 2026","passed","Sun May 10 08:14:53 UTC 2026","","test_cart","",""
"","14288","Открытие окна подтверждения удаления адреса через кнопку Удалить","tests","Sun May 10 08:59:59 UTC 2026","passed","Sun May 10 09:00:14 UTC 2026","","test_subdivisions","",""
"","33530","Открытие окна подтверждения удаления товара и отмена","tests","Sun May 10 08:14:54 UTC 2026","passed","Sun May 10 08:15:27 UTC 2026","","test_cart","",""
"","32408","Редактирование склада с автозаполнением адреса","tests","Sun May 10 08:46:29 UTC 2026","passed","Sun May 10 08:47:02 UTC 2026","","test_settings","",""
"","27652","Граничные значения для ИНН и КПП","tests","Sun May 10 08:41:18 UTC 2026","passed","Sun May 10 08:41:45 UTC 2026","","test_settings","",""
"","13255","Открытие окна подтверждения удаления и отмена удаления (открытие из карточки юр лица)","tests","Sun May 10 08:40:37 UTC 2026","passed","Sun May 10 08:40:50 UTC 2026","","test_settings","",""
"","137993","Корректность расчета стоимости с НДС","tests","Sun May 10 08:20:41 UTC 2026","passed","Sun May 10 08:22:59 UTC 2026","","test_cart","",""
"","12624","Отображение экшн-меню склада","tests","Sun May 10 08:47:14 UTC 2026","passed","Sun May 10 08:47:26 UTC 2026","","test_settings","",""
"","44066","Кнопка 'Выделить весь товар' в шапке корзины","tests","Sun May 10 08:16:43 UTC 2026","passed","Sun May 10 08:17:28 UTC 2026","","test_cart","",""
"","23133","Невадидный e-mail","tests","Sun May 10 08:43:02 UTC 2026","passed","Sun May 10 08:43:25 UTC 2026","","test_settings","",""
"","17421","Автозаполнение адреса по подсказке","tests","Sun May 10 09:00:57 UTC 2026","passed","Sun May 10 09:01:15 UTC 2026","","test_subdivisions","",""
"","0","Проверка работы лимита расходов на закупку","tests","Sun May 10 08:56:21 UTC 2026","skipped","Sun May 10 08:56:21 UTC 2026","","test_subdivisions","",""
"","35070","Проверка работы блока «Лимиты на закупку»","tests","Sun May 10 08:38:18 UTC 2026","passed","Sun May 10 08:38:53 UTC 2026","","test_settings","",""
"","0","Выдаем и забираем роль администратора у обычного пользователя","tests","Sun May 10 08:44:42 UTC 2026","skipped","Sun May 10 08:44:42 UTC 2026","","test_settings","",""
"","16996","Переход по вкладкам настроек подразделения","tests","Sun May 10 08:54:09 UTC 2026","passed","Sun May 10 08:54:26 UTC 2026","","test_subdivisions","",""
"","18390","Редактирование адреса доставки","tests","Sun May 10 09:01:47 UTC 2026","passed","Sun May 10 09:02:05 UTC 2026","","test_subdivisions","",""
"Тест-кейс: Отменить удаление — количество складов не меняется","15168","Отмена удаления склада","tests","Sun May 10 08:47:54 UTC 2026","passed","Sun May 10 08:48:09 UTC 2026","","test_settings","",""
"","14057","Открытие окна редактирования адреса","tests","Sun May 10 08:59:45 UTC 2026","passed","Sun May 10 08:59:59 UTC 2026","","test_subdivisions","",""
"","78678","Только персональный лимит на сумму заказа — блокировка и разблокировка","tests","Sun May 10 08:27:40 UTC 2026","passed","Sun May 10 08:28:59 UTC 2026","","test_limits","",""
"","16486","Редактирование юридического лица","tests","Sun May 10 08:40:20 UTC 2026","passed","Sun May 10 08:40:37 UTC 2026","","test_settings","",""
