"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9108","Открытие карточки юр. лица","tests","Wed Sep 17 14:17:02 UTC 2025","passed","Wed Sep 17 14:17:11 UTC 2025","","test_settings","",""
"","23378","Проверка работы блока «Лимиты на закупку»","tests","Wed Sep 17 14:16:13 UTC 2025","passed","Wed Sep 17 14:16:36 UTC 2025","","test_settings","",""
"","22518","Операция с ролями (выбор, проверка доступных ролей, массовый выбор)","tests","Wed Sep 17 14:20:55 UTC 2025","passed","Wed Sep 17 14:21:17 UTC 2025","","test_settings","",""
"","8209","Авторизация","tests","Wed Sep 17 14:15:50 UTC 2025","passed","Wed Sep 17 14:15:58 UTC 2025","","test_autorization","",""
"","16667","Создание нового и удаление юридического лица","tests","Wed Sep 17 14:17:29 UTC 2025","passed","Wed Sep 17 14:17:46 UTC 2025","","test_settings","",""
"","24989","Обязательность всех полей","tests","Wed Sep 17 14:19:40 UTC 2025","passed","Wed Sep 17 14:20:05 UTC 2025","","test_settings","",""
"","13559","Переход по вкладкам страницы настроек","tests","Wed Sep 17 14:16:48 UTC 2025","passed","Wed Sep 17 14:17:02 UTC 2025","","test_settings","",""
"","62274","Приглашение пользователя и проверка активации","tests","Wed Sep 17 14:21:52 UTC 2025","passed","Wed Sep 17 14:22:54 UTC 2025","","test_users","",""
"","20968","Невадидный e-mail","tests","Wed Sep 17 14:20:05 UTC 2025","passed","Wed Sep 17 14:20:26 UTC 2025","","test_settings","",""
"","12218","Редактирование названия компании","tests","Wed Sep 17 14:16:36 UTC 2025","passed","Wed Sep 17 14:16:48 UTC 2025","","test_settings","",""
"","9927","Открытие карточки любого пользователя","tests","Wed Sep 17 14:19:20 UTC 2025","passed","Wed Sep 17 14:19:30 UTC 2025","","test_settings","",""
"","9762","Рутового пользователя нельзя удалить/отменить роль админстратора","tests","Wed Sep 17 14:21:17 UTC 2025","passed","Wed Sep 17 14:21:27 UTC 2025","","test_settings","",""
"","8576","Открытие окна нового пользователя","tests","Wed Sep 17 14:19:12 UTC 2025","passed","Wed Sep 17 14:19:20 UTC 2025","","test_settings","",""
"","10745","Копирование реквизитов ИНН/КПП из карточки юр. лица","tests","Wed Sep 17 14:19:01 UTC 2025","passed","Wed Sep 17 14:19:12 UTC 2025","","test_settings","",""
"","9744","Открытие окна редактирования юр. лица (открытие из карточки юр лица)","tests","Wed Sep 17 14:17:11 UTC 2025","passed","Wed Sep 17 14:17:21 UTC 2025","","test_settings","",""
"","10871","Открытие окна подтверждения удаления и отмена удаления (открытие из карточки юр лица)","tests","Wed Sep 17 14:18:00 UTC 2025","passed","Wed Sep 17 14:18:11 UTC 2025","","test_settings","",""
"","25102","Обязательность всех полей","tests","Wed Sep 17 14:18:11 UTC 2025","passed","Wed Sep 17 14:18:36 UTC 2025","","test_settings","",""
"","9744","Кнопка Удалить в карточке пользователя — открывается окно удаления","tests","Wed Sep 17 14:19:30 UTC 2025","passed","Wed Sep 17 14:19:40 UTC 2025","","test_settings","",""
"","25049","Граничные значения для ИНН и КПП","tests","Wed Sep 17 14:18:36 UTC 2025","passed","Wed Sep 17 14:19:01 UTC 2025","","test_settings","",""
"","15019","Округление копеек в листинге через настройку в Контрактах","tests","Wed Sep 17 14:15:58 UTC 2025","passed","Wed Sep 17 14:16:13 UTC 2025","","test_settings","",""
"","38401","Путь пользователя от авторизации до создания заказа","tests","Wed Sep 17 14:22:54 UTC 2025","passed","Wed Sep 17 14:23:32 UTC 2025","","test_users","",""
"","16317","Редактирование пользователя и проверка изменений","tests","Wed Sep 17 14:20:39 UTC 2025","passed","Wed Sep 17 14:20:55 UTC 2025","","test_settings","",""
"","13698","Редактирование юридического лица","tests","Wed Sep 17 14:17:46 UTC 2025","passed","Wed Sep 17 14:18:00 UTC 2025","","test_settings","",""
"","8415","Открытие окна нового юр. лица","tests","Wed Sep 17 14:17:21 UTC 2025","passed","Wed Sep 17 14:17:29 UTC 2025","","test_settings","",""
"","24380","Выдаем и забираем роль администратора у обычного пользователя","tests","Wed Sep 17 14:21:27 UTC 2025","passed","Wed Sep 17 14:21:52 UTC 2025","","test_settings","",""
"","12660","Приглашение уже активированного email","tests","Wed Sep 17 14:20:26 UTC 2025","passed","Wed Sep 17 14:20:39 UTC 2025","","test_settings","",""
